user_id,username,email,phone,location,preferred_fuel,preferred_category,loyalty_tier,total_spent,join_date,last_login
1008,fordjuan,snyderharold@example.com,932-574-2548,Atlanta,Gas,Truck,Silver,3046.9,2023-01-08,2025-10-13 16:01:04.276112
1009,traciflowers,higginscindy@example.org,2555261591,Miami,Diesel,SUV,Platinum,4882.18,2023-08-26,2025-10-23 21:51:28.289034
1010,dmiller,gwilliams@example.com,727-640-4694x891,Denver,Diesel,SUV,Silver,1079.18,2025-05-08,2025-10-28 13:53:37.436090
1011,xmccoy,brendabautista@example.org,001-382-923-1859x96655,Atlanta,Hybrid,SUV,Platinum,5320.79,2025-02-11,2025-10-08 09:45:04.207055
1012,josephavila,jose74@example.org,382.815.2582x316,Miami,Hybrid,Sedan,Silver,2097.22,2023-07-18,2025-10-15 23:38:53.779959
1013,ythompson,nathaniel35@example.com,001-276-236-4053x6488,Miami,Hybrid,Sedan,Silver,8737.34,2023-07-03,2025-10-13 06:42:48.055517
1014,garciarobert,lhoward@example.net,663.706.2024,Phoenix,Diesel,Truck,Bronze,8346.27,2025-06-19,2025-10-19 11:35:51.325888
1015,jacob51,isabellalane@example.net,001-654-231-2853x35013,Los Angeles,Gas,Truck,Silver,3007.89,2024-07-17,2025-10-20 04:15:35.606162
1016,travis82,courtneyrichards@example.net,(681)847-9391x9918,New York,Hybrid,Truck,Bronze,3665.14,2023-01-12,2025-10-17 08:33:37.896006
1017,rachel37,nfloyd@example.com,001-620-401-5081x15565,Los Angeles,Hybrid,Sports,Silver,381.41,2022-12-18,2025-10-06 05:24:35.242397
1018,leah96,oconnorshannon@example.com,001-553-254-0484x755,Seattle,Gas,SUV,Bronze,5828.92,2024-04-09,2025-10-22 14:55:00.945327
1019,guyhess,jmontgomery@example.net,253.450.5830,Denver,Hybrid,SUV,Bronze,3377.86,2023-03-16,2025-10-23 17:35:15.505633
1020,sonya50,taylorscott@example.net,(646)753-6037,Phoenix,Gas,Sports,Bronze,6453.64,2022-11-28,2025-10-11 12:59:29.650515
1021,mary46,aprilstone@example.org,9902904274,Dallas,Gas,Sports,Silver,2528.61,2024-03-14,2025-10-28 19:03:57.430472
1022,woodsmatthew,kimberly92@example.net,4419074532,Los Angeles,Diesel,Sedan,Gold,1161.23,2025-10-09,2025-10-04 14:12:27.677482
1023,wilcoxwilliam,justinbennett@example.org,(249)863-1448x156,Phoenix,Electric,Sports,Bronze,5088.28,2023-12-05,2025-10-16 13:09:34.378223
1024,aforbes,lambrachel@example.org,+1-776-723-1687x575,Boston,Electric,SUV,Platinum,475.08,2024-05-11,2025-10-20 22:24:31.580739
1025,lawrence87,martinezashley@example.net,992.230.6160x571,Miami,Diesel,Sports,Bronze,5801.04,2024-05-10,2025-10-15 21:18:19.384424
1026,iruiz,karen68@example.net,351-660-0586x039,Phoenix,Diesel,Sedan,Bronze,3554.34,2025-10-23,2025-10-12 18:59:08.534833
1027,robertking,joshuawilson@example.com,(218)907-1435x6269,Dallas,Electric,Sedan,Platinum,263.39,2025-08-07,2025-10-27 12:30:41.537062
1028,bbaker,xgray@example.net,940-793-4612x07442,Phoenix,Hybrid,Sedan,Platinum,7990.88,2024-12-14,2025-10-13 13:58:47.842758
1029,uwalters,ahernandez@example.net,(896)872-8842x634,Miami,Diesel,Sedan,Bronze,4286.56,2023-10-07,2025-10-26 09:49:21.985615
1030,markshaw,victor39@example.com,2117185672,Dallas,Hybrid,Sedan,Gold,6723.94,2023-03-11,2025-10-22 10:35:11.263858
1031,rodriguezlucas,wandasanchez@example.com,785.720.7700x07852,Phoenix,Gas,SUV,Silver,81.71,2024-10-06,2025-10-24 09:44:43.163244
1032,pagecynthia,sarah34@example.com,(445)954-9124,Miami,Hybrid,SUV,Gold,9020.77,2022-12-26,2025-10-19 08:01:38.273146
1033,loganjohn,russellsmith@example.org,578-799-7767,New York,Gas,Sedan,Bronze,6205.0,2022-12-20,2025-10-27 12:18:40.578421
1034,nwilliams,chughes@example.com,(225)295-5401,Dallas,Diesel,SUV,Bronze,7698.29,2024-11-11,2025-10-15 08:56:07.596792
1035,zacharymcknight,james14@example.net,001-649-673-2212,Los Angeles,Hybrid,Sports,Gold,2461.1,2025-01-06,2025-10-28 16:26:39.253147
1036,jenkinstracy,dunlapkaren@example.org,880-429-6668x3922,New York,Gas,Sports,Silver,1673.44,2023-04-26,2025-10-14 04:11:53.713435
1037,xfowler,rosalesmonique@example.net,(976)604-8629,Dallas,Electric,Sports,Gold,7080.78,2025-04-27,2025-10-13 03:59:28.612296
1038,sydney24,samanthatorres@example.org,610.313.7937,Miami,Gas,Truck,Bronze,6005.8,2023-03-27,2025-10-30 22:09:19.420502
1039,robertjohnson,mark31@example.net,828.896.9200x896,Seattle,Diesel,Sedan,Gold,8597.52,2025-06-01,2025-10-18 11:00:28.243705
1040,danielnguyen,mmyers@example.org,492.985.7547x298,Atlanta,Diesel,Sedan,Bronze,2987.96,2022-12-22,2025-10-21 06:55:33.489034
1041,james16,ruizjohn@example.com,275.752.4819x43623,Los Angeles,Electric,Truck,Bronze,9819.84,2023-05-17,2025-10-21 00:26:25.302331
1042,heidimiller,martinamy@example.com,(767)787-2489x82253,Miami,Hybrid,Sports,Gold,5128.92,2024-08-01,2025-10-02 13:07:00.943239
1043,gonzalesjulie,stacy87@example.net,(326)667-4363,Atlanta,Gas,SUV,Bronze,1987.99,2024-01-09,2025-10-16 22:53:43.842839
1044,joy18,campbelllisa@example.org,360-980-1766,Los Angeles,Electric,Truck,Silver,4542.31,2024-04-17,2025-10-30 04:20:02.803399
1045,jacksontyler,wwilliams@example.org,515-864-6236,Los Angeles,Diesel,Sports,Bronze,1889.77,2024-11-30,2025-10-05 14:19:36.459949
1046,katherinelopez,davidfitzgerald@example.net,740-212-5556x37198,Miami,Electric,Sports,Gold,2396.44,2024-03-24,2025-10-16 03:13:18.042876
1047,joseph10,kenneth58@example.org,+1-502-729-3255x19158,Seattle,Electric,Sedan,Silver,4185.85,2025-08-22,2025-10-12 12:24:12.076124
1048,danielsdeanna,vmartin@example.com,735-747-2362,Seattle,Hybrid,SUV,Gold,7254.97,2024-10-16,2025-10-01 01:41:27.242190
1049,vasqueztara,umoore@example.net,833-814-4198x0848,Atlanta,Hybrid,Sports,Bronze,585.41,2023-05-11,2025-10-29 09:23:15.597889
1050,wmorris,ilopez@example.net,718-650-4226x7759,Chicago,Hybrid,Truck,Gold,5110.17,2023-01-06,2025-10-15 08:42:45.866576
1051,habbott,michaelthompson@example.org,001-572-898-9911x0632,Phoenix,Hybrid,Sedan,Bronze,8059.77,2023-05-27,2025-10-22 02:30:24.930209
1052,ywilliams,sarah28@example.com,001-522-334-3673x90730,Seattle,Gas,Sports,Silver,2326.07,2023-11-07,2025-10-18 10:13:01.451448
1053,phicks,jkemp@example.net,(425)535-3548,Denver,Diesel,Sedan,Bronze,8396.84,2023-07-10,2025-10-24 00:33:23.951397
1054,grantchristopher,riversrichard@example.com,(305)600-9833,Seattle,Gas,SUV,Bronze,8277.68,2024-08-21,2025-10-11 12:09:17.121977
1055,gabrielle82,charleshall@example.net,957.381.4899x761,Los Angeles,Hybrid,Sports,Bronze,2162.71,2023-01-27,2025-10-03 03:13:28.840812
1056,gallaghermary,cassandra70@example.org,202-926-1367x5031,Chicago,Diesel,Truck,Bronze,228.05,2024-09-07,2025-10-19 02:15:38.653621
1057,daviserica,hbrown@example.net,001-624-428-2234,Denver,Diesel,Sports,Silver,784.57,2025-04-23,2025-10-28 10:09:34.649476
1058,gwarren,ekirk@example.net,6573380177,New York,Diesel,Truck,Silver,1230.68,2023-09-07,2025-10-20 02:13:01.409692
1059,mrowe,kimjustin@example.com,543-706-4233x7058,Seattle,Hybrid,SUV,Bronze,516.52,2024-05-06,2025-10-18 09:39:24.872540
1060,gonzalezcrystal,kaylamcmahon@example.com,899-874-6817,Dallas,Hybrid,Truck,Bronze,7984.61,2023-10-06,2025-10-16 20:46:36.970572
1061,kgraham,douglaslawrence@example.org,001-860-414-6413x251,Boston,Diesel,Sports,Silver,31.95,2025-03-16,2025-10-30 14:09:29.787363
1062,jonesjeremy,nspencer@example.com,(837)652-7966,Los Angeles,Diesel,Sedan,Silver,7736.59,2023-01-18,2025-10-25 14:13:45.823385
1063,evanssuzanne,arnoldtyler@example.com,+1-449-812-2168x95536,Phoenix,Electric,Truck,Bronze,6448.03,2025-04-23,2025-10-23 00:19:38.555901
1064,mcintoshlauren,eringray@example.net,+1-845-640-8945x176,New York,Electric,Truck,Platinum,5128.64,2024-06-28,2025-10-16 12:35:01.356266
1065,april36,hhunter@example.net,781.733.1188,Atlanta,Diesel,SUV,Bronze,5563.35,2022-11-17,2025-10-20 22:37:15.185494
1066,joshuaramirez,smithanthony@example.org,+1-721-905-5452x92573,Dallas,Diesel,Truck,Gold,8875.33,2024-05-04,2025-10-25 14:34:47.713834
1067,jefferyross,jessica80@example.net,(853)642-6461,Seattle,Electric,Truck,Gold,2869.34,2024-09-01,2025-10-07 22:30:31.602018
1068,bjenkins,christophermitchell@example.com,6413505894,New York,Electric,Sedan,Silver,9235.32,2023-02-28,2025-10-11 14:57:45.701854
1069,kevingarcia,ryoung@example.org,+1-556-487-7606x3963,Los Angeles,Diesel,SUV,Bronze,2885.25,2025-06-03,2025-10-24 22:43:46.666914
1070,maysrobert,robertsdavid@example.org,(258)238-6589x44952,Seattle,Hybrid,Truck,Silver,6708.12,2024-09-30,2025-10-24 02:22:06.809506
1071,joannataylor,atran@example.com,+1-361-869-2350x132,Atlanta,Electric,Sports,Silver,1856.35,2022-11-30,2025-10-24 22:41:51.175907
1072,voliver,ybryant@example.org,606-873-6557,Denver,Gas,Sports,Gold,5195.59,2024-10-28,2025-10-03 07:52:24.958689
1073,joycebrandon,vrivera@example.org,996.859.9863x601,Chicago,Hybrid,Sports,Bronze,2114.13,2022-11-22,2025-10-13 06:35:56.821095
1074,gonzalezjames,fernandezamanda@example.org,(268)730-6089x36000,Seattle,Diesel,Sports,Bronze,6470.22,2025-10-19,2025-10-14 09:04:47.261789
1075,campbelldawn,thompsonchristopher@example.net,(918)960-4092,Los Angeles,Hybrid,Sedan,Gold,7201.07,2024-07-07,2025-10-30 03:57:09.828770
1076,kingmichael,martinamanda@example.net,5066807863,Boston,Gas,Sports,Bronze,9918.38,2024-11-13,2025-10-22 22:54:06.577911
1077,jeffrey66,laramary@example.com,001-787-544-7779x476,Atlanta,Electric,Truck,Bronze,9233.4,2025-01-30,2025-10-01 11:43:44.910714
1078,matthewtran,xrichardson@example.com,5805492023,Atlanta,Hybrid,SUV,Gold,249.7,2025-06-14,2025-10-16 00:20:19.320141
1079,jilloliver,kevin08@example.com,(908)862-3194x265,Atlanta,Diesel,Sports,Bronze,4407.65,2025-05-05,2025-10-04 15:03:04.360161
1080,browningjennifer,agreen@example.net,982.448.2466x1804,New York,Diesel,Sedan,Bronze,2937.6,2023-07-29,2025-10-09 12:00:46.790375
1081,robert65,melissadecker@example.net,+1-271-798-9007x813,Dallas,Gas,Truck,Gold,6612.73,2024-04-03,2025-10-05 11:00:59.573851
1082,ruizdarren,acarter@example.com,(485)484-6455x344,Seattle,Hybrid,Truck,Bronze,5556.79,2025-06-05,2025-10-14 01:36:55.397411
1083,davistamara,zjones@example.org,720-671-5652x042,New York,Electric,Sedan,Gold,6903.53,2025-10-23,2025-10-28 17:15:10.726055
1084,michelle28,cervanteskristina@example.net,851.571.4794,Seattle,Diesel,SUV,Bronze,511.11,2025-07-16,2025-10-30 11:27:49.387857
1085,adriana54,richard60@example.com,(432)751-1038,Miami,Hybrid,SUV,Platinum,2365.52,2025-05-18,2025-10-29 08:01:22.047291
1086,benjamin97,tammy62@example.org,(417)498-7292,Los Angeles,Gas,Sedan,Silver,2880.43,2024-08-16,2025-10-12 19:02:39.189440
1087,tapiaamy,marcussmith@example.org,577.244.1385,Dallas,Electric,Sports,Bronze,1570.91,2023-02-03,2025-10-13 23:47:27.778028
1088,aimee30,timothylee@example.com,886-757-3208x006,Phoenix,Hybrid,SUV,Gold,7565.73,2025-01-23,2025-10-10 13:45:40.475770
1089,byrdjoyce,reynoldstiffany@example.com,001-817-223-4069x4382,Chicago,Hybrid,Sedan,Gold,5342.84,2024-06-02,2025-10-01 16:02:08.778378
1090,emilydaniels,hughesjames@example.net,+1-929-559-3288x71337,Seattle,Diesel,Sports,Bronze,7588.37,2023-07-13,2025-10-21 08:01:06.903374
1091,christina21,ewilliams@example.org,+1-987-561-4678x9473,Los Angeles,Hybrid,Truck,Bronze,5298.86,2022-12-03,2025-10-24 07:06:20.281545
1092,nicole17,jonesanthony@example.com,(780)313-4395x8278,Chicago,Electric,Truck,Silver,6818.98,2023-09-12,2025-10-04 16:16:45.372349
1093,djohnson,teresa54@example.com,001-530-938-7657x221,Seattle,Gas,Sedan,Bronze,653.01,2024-11-04,2025-10-02 17:22:47.883923
1094,aflores,simpsonjorge@example.org,853-698-1471x072,Boston,Hybrid,Sports,Silver,5446.49,2023-04-14,2025-10-15 03:02:07.719253
1095,amorris,chelsea71@example.net,956.626.5755x016,Phoenix,Electric,Truck,Bronze,5116.37,2022-11-08,2025-10-11 04:19:35.229078
1096,tanya04,misty35@example.org,413.715.6619x697,Los Angeles,Hybrid,Truck,Bronze,9067.32,2023-11-09,2025-10-12 16:24:59.431391
1097,dakota08,tiffany05@example.com,+1-991-307-2676x8950,Los Angeles,Diesel,Truck,Bronze,774.22,2024-07-17,2025-10-23 02:26:02.073822
1098,hernandezjamie,kenneth36@example.org,8286978521,Boston,Gas,Sports,Silver,7115.82,2023-05-21,2025-10-21 09:17:06.416079
1099,joshua77,michelle07@example.net,3789004079,Dallas,Electric,Sedan,Bronze,4169.58,2024-12-01,2025-10-24 04:55:11.990665
1100,nancy76,wilkersonrichard@example.com,375-978-6159x02221,Chicago,Electric,Truck,Silver,9123.31,2025-09-09,2025-10-27 22:14:56.680826
1101,rlopez,frankellis@example.net,387-823-3952x25521,Atlanta,Gas,Sedan,Bronze,1904.6,2024-07-17,2025-10-05 15:47:04.586697
1102,schroederleslie,brian24@example.org,+1-448-812-3395x081,Phoenix,Electric,Sedan,Gold,164.34,2024-04-21,2025-10-27 12:22:13.130224
1103,englishdaniel,gbrown@example.net,+1-260-247-7420x6566,Chicago,Diesel,Truck,Silver,2298.15,2024-01-11,2025-10-01 07:41:56.627929
1104,paula21,vwilliams@example.org,340-907-4424,Denver,Diesel,Sedan,Silver,9994.67,2025-01-01,2025-10-26 02:59:52.860236
1105,frubio,kevinanderson@example.net,+1-277-399-1622x532,Los Angeles,Hybrid,Sports,Bronze,4393.9,2024-09-07,2025-10-19 14:37:40.785652
1106,evanstone,danielleanderson@example.org,001-521-897-8352,Boston,Diesel,Truck,Gold,5639.36,2024-10-04,2025-10-25 10:32:38.146169
1107,ubridges,kimberly05@example.net,785-691-0351,Chicago,Gas,Sports,Bronze,9689.04,2024-11-19,2025-10-17 17:00:08.010962
1108,davidmelton,grantstafford@example.com,(243)629-6876x9892,Seattle,Electric,Sedan,Silver,3689.01,2024-05-14,2025-10-22 20:11:06.171389
1109,sarah74,collinsemily@example.com,001-327-741-1004x771,Los Angeles,Hybrid,Sports,Bronze,7133.82,2025-09-27,2025-10-20 16:29:59.482160
1110,jennifer79,crystal21@example.org,001-617-856-3711x48831,Phoenix,Electric,Sports,Gold,3649.48,2024-09-02,2025-10-28 09:53:40.374542
1111,adamstafford,rjones@example.net,(267)375-0604x64831,New York,Gas,Sports,Bronze,1182.87,2024-10-19,2025-10-27 06:48:01.141316
1112,ibradley,johnsontimothy@example.net,655.675.2615,Boston,Electric,SUV,Bronze,8538.68,2024-09-03,2025-10-06 07:33:21.077465
1113,spencerrebecca,crystal85@example.com,(751)730-2886x926,Los Angeles,Diesel,Truck,Platinum,8371.92,2025-05-09,2025-10-09 01:51:59.126189
1114,brent24,ryannancy@example.com,306.405.5552x2834,Phoenix,Diesel,Truck,Platinum,2988.2,2023-08-05,2025-10-29 18:54:25.225386
1115,lawrence48,dennisthomas@example.net,(435)589-3964x6292,Miami,Diesel,Sedan,Silver,5109.97,2024-07-12,2025-10-03 19:17:34.272486
1116,matthewhall,miguel56@example.org,+1-763-377-5453,Boston,Gas,SUV,Bronze,9603.64,2023-02-05,2025-10-18 04:47:31.832201
1117,kevin98,mistygonzalez@example.com,001-725-585-4072x619,Los Angeles,Gas,Truck,Platinum,9428.7,2025-02-06,2025-10-10 04:52:52.027102
1118,ucooper,koneal@example.com,(824)497-8098x114,Dallas,Gas,Sedan,Gold,5308.78,2023-02-18,2025-10-22 07:37:04.698450
1119,anna19,cainkaren@example.com,781-496-4826x32860,Boston,Gas,Sedan,Bronze,2522.72,2023-07-01,2025-10-06 11:08:46.634148
1120,tgordon,lambertwilliam@example.net,001-782-462-2773x02221,Denver,Electric,SUV,Bronze,4990.45,2025-08-30,2025-10-18 02:36:09.074564
1121,jwiley,ashleyhaynes@example.org,(393)601-6083x540,Atlanta,Diesel,Sports,Bronze,8058.64,2025-08-01,2025-10-02 09:54:05.857975
1122,phillipmartin,patricia18@example.com,483-466-8620x2145,Phoenix,Diesel,Sedan,Platinum,9958.24,2024-03-09,2025-10-28 08:28:59.136651
1123,thompsoncolleen,schaeferjacqueline@example.org,432.218.6022x70513,Atlanta,Gas,Sports,Silver,7492.55,2024-10-07,2025-10-06 23:41:20.599434
1124,clarkvincent,michael30@example.org,382-750-8355x171,New York,Electric,Sports,Gold,8146.56,2023-02-06,2025-10-27 13:30:12.835431
1125,scottramirez,ascott@example.org,(316)757-4659,Dallas,Hybrid,Truck,Gold,4765.03,2023-10-21,2025-10-15 08:07:22.756217
1126,adrianlloyd,scottanthony@example.net,(861)216-9586,New York,Diesel,SUV,Bronze,6839.33,2024-04-07,2025-10-01 01:49:11.334377
1127,krogers,mturner@example.com,718.918.2167x1469,Atlanta,Electric,Sports,Platinum,290.49,2023-04-18,2025-10-11 05:02:45.271713
1128,wrightanne,cwagner@example.com,(825)212-9053,Los Angeles,Gas,Truck,Silver,6087.26,2023-12-29,2025-10-08 20:50:16.484783
1129,rebekah54,craigparker@example.net,(446)225-6532,Los Angeles,Diesel,Truck,Gold,4727.22,2024-02-10,2025-10-18 08:24:36.637662
1130,jacob89,arthur13@example.net,+1-643-863-9252,Los Angeles,Gas,Sports,Gold,7810.72,2025-01-28,2025-10-26 08:52:51.034963
1131,padillajonathan,raybrent@example.net,351-320-8370x865,Los Angeles,Diesel,Truck,Bronze,6848.18,2023-01-28,2025-10-14 11:50:45.613066
1132,catherineguerra,vincentmorales@example.org,856.646.4178,Atlanta,Electric,Truck,Bronze,4707.04,2025-09-15,2025-10-13 01:55:01.079943
1133,joeruiz,markbrown@example.net,(998)498-1830,Boston,Hybrid,Truck,Gold,249.38,2025-05-28,2025-10-07 12:28:06.633764
1134,duffycheryl,jordantimothy@example.org,001-989-797-2748x4379,Seattle,Gas,Sports,Platinum,5224.72,2024-03-09,2025-10-18 02:07:53.482821
1135,daniellesmith,alberthayes@example.com,+1-535-690-4197x585,Los Angeles,Electric,Sedan,Silver,9568.23,2025-01-06,2025-10-04 13:20:59.583668
1136,ntownsend,kimberlydrake@example.com,(597)589-9606,Boston,Electric,Truck,Silver,551.25,2025-01-17,2025-10-27 19:33:43.599954
1137,kenneth75,paynejennifer@example.com,(214)562-1633x8348,Dallas,Hybrid,Sedan,Bronze,819.74,2023-09-15,2025-10-25 14:38:03.858092
1138,michael10,bhardin@example.com,486-906-7176x340,Los Angeles,Hybrid,Sedan,Silver,3813.08,2023-04-29,2025-10-20 08:56:25.324216
1139,ghughes,williamscynthia@example.net,(820)324-5067x605,Atlanta,Diesel,Sports,Silver,7989.8,2025-09-30,2025-10-31 00:21:48.995274
1140,catherineross,karen56@example.org,(230)751-3979,Boston,Hybrid,SUV,Silver,7613.97,2024-06-17,2025-10-18 10:36:29.365379
1141,ortizkeith,bdiaz@example.com,(930)201-3808,Los Angeles,Hybrid,SUV,Silver,295.97,2024-10-05,2025-10-21 10:19:44.657447
1142,susan30,gregory70@example.com,398.718.9527,Dallas,Hybrid,SUV,Bronze,7802.87,2023-10-27,2025-10-07 16:50:15.092085
1143,qburns,weberlindsey@example.org,+1-833-656-6201x313,Chicago,Electric,Truck,Gold,4502.84,2024-09-09,2025-10-11 10:50:33.465655
1144,kristencaldwell,thall@example.net,001-263-818-9800x955,Chicago,Diesel,Sports,Bronze,7140.71,2022-12-27,2025-10-22 07:46:32.198587
1145,vmoore,wking@example.com,+1-647-618-2481x5417,Phoenix,Hybrid,SUV,Silver,974.57,2023-05-22,2025-10-04 13:11:04.614283
1146,bdavid,humphreykayla@example.com,953-435-3874,Los Angeles,Diesel,Truck,Silver,8780.79,2025-02-19,2025-10-18 21:35:05.090464
1147,lynchdaniel,sandra28@example.com,430-615-9627x1349,Denver,Electric,Sedan,Silver,4545.81,2024-03-18,2025-10-23 16:48:16.267639
1148,uscott,johnwatson@example.org,001-545-256-4839x99326,Seattle,Hybrid,Truck,Bronze,1670.11,2025-10-25,2025-10-21 09:37:32.532511
1149,ogamble,goodmanlisa@example.com,9656863958,Los Angeles,Electric,Sedan,Silver,2321.51,2023-09-11,2025-10-04 03:32:57.520526
1150,thompsonchristopher,stokescorey@example.com,001-638-658-9930x03539,Miami,Diesel,SUV,Platinum,8469.99,2024-01-07,2025-10-12 09:51:39.756208
1151,amberoneal,vwilliams@example.net,+1-362-239-4543,Chicago,Hybrid,Sports,Bronze,3259.96,2024-08-10,2025-10-21 07:58:08.127668
1152,christinamoody,robertsdouglas@example.org,834-618-5301x78191,Phoenix,Hybrid,Truck,Bronze,1158.81,2023-09-13,2025-10-31 01:11:25.392385
1153,tony06,johnrichardson@example.org,929-226-8316x679,New York,Electric,Sedan,Silver,9627.03,2023-02-09,2025-10-28 06:01:08.459203
1154,dunnnicholas,wallaceruben@example.com,495-538-3310x5046,Phoenix,Electric,Sedan,Gold,1096.5,2025-07-10,2025-10-21 11:54:43.033982
1155,mary32,stephenschristopher@example.org,243.499.7577x13429,Denver,Diesel,Truck,Gold,3402.91,2023-03-28,2025-10-21 03:04:57.658443
1156,harrisontammy,jamesriley@example.org,405.849.0597x6581,Los Angeles,Diesel,SUV,Silver,4963.55,2025-09-07,2025-10-29 12:20:37.971350
1157,duffyamber,barrettmary@example.com,321.970.0612x874,New York,Diesel,Sedan,Platinum,6727.34,2023-03-22,2025-10-01 23:12:40.902627
1158,mreyes,joseph03@example.org,626-356-9517,Los Angeles,Hybrid,Sports,Silver,3552.86,2024-09-18,2025-10-22 02:55:13.227171
1159,alane,juliecampbell@example.com,001-360-465-4923,Chicago,Gas,Truck,Platinum,4339.28,2023-05-21,2025-10-04 16:31:25.762500
1160,jonescaitlin,jasonschwartz@example.com,276-701-9102,New York,Hybrid,Sports,Silver,7268.95,2024-02-16,2025-10-18 12:42:21.152505
1161,jyoung,williamlawson@example.com,+1-443-602-8644,Miami,Electric,SUV,Silver,3331.64,2025-05-15,2025-10-27 12:57:55.243516
1162,robert84,ashleyreeves@example.net,401.475.0853x87095,Chicago,Gas,SUV,Silver,5323.92,2025-09-28,2025-10-30 10:24:14.179436
1163,juliaflynn,jerrybradshaw@example.org,747-633-1039,Boston,Hybrid,SUV,Gold,4235.23,2024-01-23,2025-10-10 18:52:52.158658
1164,dawngregory,bryanalejandro@example.org,(528)201-1921,New York,Diesel,SUV,Silver,7071.2,2025-07-23,2025-10-02 16:38:15.762325
1165,theresa15,rsloan@example.com,(495)741-0247x13004,Dallas,Electric,Truck,Gold,9460.42,2022-11-01,2025-10-30 01:07:50.236081
1166,andrew07,savannahwatson@example.org,+1-873-602-9501,Los Angeles,Diesel,SUV,Bronze,3097.1,2025-09-20,2025-10-06 04:27:32.741175
1167,garciacourtney,vsmith@example.org,(609)284-3672,Atlanta,Gas,Truck,Platinum,7375.28,2024-10-13,2025-10-01 16:01:00.349717
1168,kari31,lawsonmark@example.com,557-848-7184x929,Miami,Gas,Sedan,Bronze,4857.72,2024-02-19,2025-10-23 21:53:16.205614
1169,johnsonrandall,veronicajohnson@example.com,288.904.0244,Los Angeles,Diesel,Sedan,Gold,9767.5,2024-02-25,2025-10-30 03:04:39.070496
1170,gmitchell,michellewalker@example.org,313-527-0950x44661,New York,Gas,SUV,Gold,3541.28,2024-08-08,2025-10-12 19:47:47.100032
1171,wmartinez,edwardsregina@example.com,(696)351-6479,New York,Diesel,SUV,Silver,9499.99,2025-04-27,2025-10-07 03:15:34.089544
1172,elizabethwarner,pnolan@example.com,001-931-890-6175x729,Seattle,Diesel,Sports,Silver,3378.77,2023-05-19,2025-10-29 12:51:29.639730
1173,jjohnson,gjohnson@example.com,947-369-5395x0490,Chicago,Hybrid,Sports,Bronze,1940.07,2024-11-23,2025-10-21 05:12:32.495102
1174,mshea,kingbenjamin@example.org,(565)449-0855x9234,New York,Gas,Sedan,Gold,7726.51,2025-01-03,2025-10-14 20:36:36.142744
1175,dan91,crystal87@example.org,990.788.9629x5185,Seattle,Gas,Sedan,Bronze,3564.83,2024-04-14,2025-10-22 01:29:25.267439
1176,bobby97,clarkmichael@example.com,515-997-9976x7309,Atlanta,Diesel,Sports,Bronze,2617.16,2022-12-07,2025-10-17 22:52:03.260609
1177,julielarson,castrojacqueline@example.com,806-456-6416,Miami,Gas,Sports,Bronze,7611.27,2025-06-08,2025-10-06 18:30:33.861746
1178,kbaker,jonjohns@example.net,(469)882-7864x975,Denver,Gas,Sedan,Bronze,1354.77,2023-06-06,2025-10-23 04:56:48.710007
1179,maryarmstrong,holtjoshua@example.com,571.288.3279x263,New York,Hybrid,Sports,Platinum,5997.39,2025-05-05,2025-10-03 04:33:12.851027
1180,coltonhoward,contrerasandres@example.com,+1-622-258-7380x8908,Miami,Hybrid,SUV,Silver,2133.51,2025-06-04,2025-10-08 10:07:19.850757
1181,jennifer11,ycook@example.org,(817)678-2927x08228,Miami,Gas,Sedan,Bronze,7031.8,2023-04-11,2025-10-04 05:23:18.223906
1182,melissagaines,gordonchristina@example.net,(769)425-3814x7905,Denver,Hybrid,Sports,Bronze,8545.5,2025-10-14,2025-10-29 00:12:40.569028
1183,katherine31,pfritz@example.org,796-939-4209x7477,New York,Hybrid,SUV,Gold,9125.92,2024-10-01,2025-10-19 09:30:27.554368
1184,andradekimberly,martinezalexander@example.net,(272)882-7873x03501,Chicago,Diesel,SUV,Silver,750.29,2023-11-29,2025-10-14 15:05:17.850387
1185,nhansen,kimberlyblanchard@example.net,(310)523-6645,Boston,Electric,SUV,Gold,5389.53,2025-06-19,2025-10-09 13:16:41.153802
1186,glendavenport,wardguy@example.org,307.909.7897x8449,Los Angeles,Gas,Truck,Bronze,2055.84,2024-02-13,2025-10-27 02:13:27.432725
1187,robert33,john13@example.org,528.302.8886x04117,Dallas,Gas,Sedan,Silver,5375.52,2023-10-21,2025-10-04 19:05:04.503344
1188,carloslynch,mitchellwhite@example.com,417.506.9734,New York,Diesel,Sports,Bronze,8877.45,2023-12-24,2025-10-19 05:03:08.138617
1189,powelltanya,kingdenise@example.com,+1-639-808-7791,Denver,Hybrid,Truck,Silver,1398.82,2024-06-16,2025-10-28 19:16:18.554592
1190,steelekristine,lamalan@example.org,+1-474-283-5843x566,Seattle,Gas,Sports,Silver,399.38,2024-04-28,2025-10-02 03:55:59.082520
1191,barrysanchez,pclark@example.com,541-207-3508x439,Seattle,Hybrid,Sedan,Bronze,6828.45,2024-03-29,2025-10-13 07:20:28.127778
1192,sabbott,barrypalmer@example.com,968.533.2319,Atlanta,Hybrid,Truck,Silver,1388.38,2024-08-04,2025-10-12 09:39:05.775216
1193,jessicabryant,sheamatthew@example.org,(508)778-9626x1937,Denver,Gas,Truck,Bronze,8079.24,2024-08-19,2025-10-21 14:51:56.494399
